是	v	0.05586577526906126
有	v	0.0195956741378766
人	n	0.01345536229455747
说	v	0.010956976301628027
会	v	0.01078295936679712
没有	v	0.007072669720581007
好	a	0.006625197602444391
能	v	0.005997493658947192
要	v	0.005991278768417517
做	v	0.0055438066502809
看	v	0.004990681393139805
蒙牛	nr	0.01032625226796506
蒙牛	nw	0.009691792145714709
喝	vg	0.008855040390283087
到	v	0.007779216704728143
看	v	0.006960855097767546
有	v	0.006905684652354472
小	a	0.006170078713513485
好	a	0.006133298416571436
吃	v	0.006004567377274264
人	n	0.0057379102244444055
大	a	0.005673544704795819
是	v	0.005112645176429567
来	v	0.004882768320541759
去	v	0.004579330870769852
牛奶	n	0.0036322382245120815
保险	n	0.04850174143845252
是	v	0.023649044931379683
公司	n	0.013276840982215519
买	v	0.011471153655033093
人	n	0.008832610545158
要	v	0.0075308359604450885
电话	n	0.006467020170787226
车	n	0.006236060163822032
有	v	0.006117080766294508
卖	v	0.0060051001568568385
说	v	0.005641163176184412
钱	n	0.005592171659555431
打	v	0.005095257705175772
分享	v	0.005828745234295135
北京	ns	0.00544882320541513
网	n	0.003938401480843404
中国	ns	0.003827204789463891
大	a	0.0032804877235146157
新	a	0.0032804877235146157
美国	ns	0.0030673607317038814
新闻	n	0.002983963213169246
下载	v	0.002946897649376075
到	v	0.00263184035713412
来自	v	0.0025484428385994847
手机	n	0.07486304335986121
三星	n	0.04355463586935585
星	n	0.017045024329397324
是	v	0.015301517150132905
苹果	n	0.009763806252183534
好	a	0.009423407231470005
换	v	0.0082776739422391
大	a	0.007090428577311425
买	v	0.005604296267366991
三星	nz	0.004599704035505112
诺基亚	nz	0.0044419581478573784
奥迪	nz	0.05828089586189756
看	v	0.017502291996201128
车	n	0.015170518482185523
宝马	nz	0.014416121168827534
出	v	0.013044489689994825
奔驰	v	0.012852461282958246
如	v	0.011919751877352005
笑	v	0.009985751492197884
司机	n	0.009930886233044577
交通	n	0.008915878938708372
慢	a	0.00864155264294183
望	v	0.008065467421832093
动	v	0.00798316953310213
引	v	0.0077225595521239155
买	v	0.01745432181546583
是	v	0.016000797770246458
要	v	0.01420176391099953
想	v	0.013528615480221707
好	a	0.013504787217185324
说	v	0.012587399090284574
去	v	0.012504000169657232
看	v	0.008286397612217417
今天	t	0.005903571308579104
来	v	0.005260208206596759
到	v	0.005152981022933035
翡翠	n	0.06531389327232509
喜欢	v	0.010735087894595395
有	v	0.00770951197998856
是	v	0.007364962409641874
好	a	0.006611260224508499
高	a	0.004619333020941722
绿	a	0.0043501536691083744
漂亮	a	0.004059439969128358
货	n	0.003897932358028349
小	a	0.0037256575728550063
人	n	0.0035641499617549972
冰种	nw	0.0034672453950949918
水	n	0.003294970609921649
爱	v	0.0030903943025283043
玉	n	0.0029934897358682992
缅甸	ns	0.0029181195173549617
信用卡	n	0.031451031660401876
有	v	0.01454733253283215
卡	n	0.009616709302055779
到	v	0.00848375359645459
可以	v	0.008121207770662211
刷	v	0.006816042797809643
银行	n	0.006770724569585595
要	v	0.006743533632651167
是	v	0.0055018141793122645
办	v	0.00539305043157455
买	v	0.004948931794978885
来	v	0.00447762222144879
想	v	0.004241967434683744
服务	vn	0.004214776497749315
钱	n	0.0041875855608148865
请	v	0.004142267332590839
去	v	0.003997249002273887
是	v	0.03267983333985587
中国	ns	0.010246964224815086
人	n	0.009093872821705512
有	v	0.008019401286989775
大	a	0.006778954474553719
会	v	0.004088407867298048
让	v	0.0035380687885412064
微博	n	0.0030401429553802545
高	a	0.002996465250717013
问题	n	0.0028829032185925855
转发	v	0.0026121014496804885
